drug_id,drug_name,generic_names,trade_names,drug_type
PA449015,citalopram,"Citalopram Hydrobromide, Citalopramum [INN-Latin]","Akarin, Celapram, Celexa, Celius, Ciazil, Cilift, Cipram, Cipramil, Ciprapine, Citabax, Citalec, Citol, Citopam, Citox, Citrol, Dalsan, Elopram, Humorup, Nitalapram, Oropram, Pramcit, Recital, Seropram, Talam, Talohexal, Temperax, Vodelax, Zentius, Zetalo",Drug
PA166344382,citicoline,"5'-O-[hydroxy({[2-(trimethylammonio)ethoxy]phosphinato}oxy)phosphoryl]cytidine, 5'-O-[hydroxy({hydroxy[2-(trimethylammonio)ethoxy]phosphoryl}oxy)phosphoryl]cytidine, CDP-choline, CDP-choline(1+)",Unknown,"Drug, Biological Intermediate"
PA449021,citric acid,Unknown,Unknown,Drug
PA449027,cladribine,"2-CdA, 2-Chloro-2'-deoxy-beta-adenosine, 2-Chloro-2'-deoxyadenosine, 2-Chlorodeoxyadenosine, Chlorodeoxyadenosine, cladribine","Leustatin, Mylinax",Drug
PA449028,clarithromycin,"CLA, Clarithromycine, Clathromycin","Biaxin, Biaxin XL, Clarithriomycin, Klacid, Klaricid, Macladin, Naxy, Veclam, Zeclar",Drug
PA164742987,clavulanate,Clavulanic Acid,Unknown,Drug
PA166199781,clazakizumab,Unknown,"ALD518, BMS945429",Drug
PA164776997,clemastine,"Clemastina [INN-Spanish], Clemastine Fumarate, Clemastinum [INN-Latin]","Meclastin, Mecloprodin, Tavist, Tavist-1",Drug
PA164745640,clenbuterol,Clenbuterolum [inn-latin],Planipart,Drug
PA166198261,clevudine,"1-[(2S,3R,4S,5S)-3-fluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",Unknown,Drug
PA164781044,clidinium,Unknown,Quarzan,Drug
PA449035,clindamycin,"Clindamicina [INN-Spanish], Clindamycin Hcl, Clindamycin Hydrochloride, Clindamycin Phosphate, Clindamycine [French], Clindamycine [INN-French], Clindamycinum [INN-Latin], clindamycin","Chlolincocin, Cleocin, Cleocin Hcl, Cleocin Pediatric, Cleocin Phosphate, Cleocin T, Cleocin T Gel, Cleocin T Lotion, Cleocin T Topical Solution, Clinda-Derm, Clindagel, Clindesse, Clindets, Clinimycin, Dalacin, Dalacin C, Dalacin C Flavored Granules, Dalacin C Phosphate, Dalacin T Topical Solution, Evoclin, ResiDerm A, Sobelin, Zindaclin",Drug
PA10888,clobazam,clobazam,"Chlorepin, Clorepin, Frisium, Mystan, Onfi, Urbadan, Urbanyl",Drug
PA164744375,clobetasol,Unknown,"Clobesol, Clobetasol Propionate, Clobetasol propionate [USAN:JAN], Clobetasole propionate, Clobetasolpropionat mikron., Clobex, Dermovate, Embeline, Embeline E, Olux, Temovate, Temovate E",Drug
PA164744013,clocortolone,Clocortolone pivalate,Cloderm,Drug
PA10239,clodronate,clodronate,"Acide Clodronique [INN-French], Acido Clodronico [INN-Spanish], Acidum Clodronicum [INN-Latin], Bonefos, Clasteon, Dichloromethanediphosphonic acid, Dichloromethylidene diphosphonate, Loron, Ostac",Drug
PA164754863,clofarabine,clofarabine,"Clolar, Evoltra",Drug
PA164748759,clofazimine,"Chlofazimine, Clofazimina [INN-Spanish], Clofaziminum [INN-Latin]","Lampren, Lamprene",Drug
PA449045,clofibrate,"CPIB, Chlorfenisate, Chlorphenisate, Clofibate, Clofibrato, Clofibratum, EPIB, Ethyl chlorophenoxyisobutyrate, Ethyl clofibrate, Ethyl p-chlorophenoxyisobutyrate, Ethyl para-chlorophenoxyisobutyrate","Amotril, Amotril S, Angiokapsul, Anparton, Antilipid, Antilipide, Apolan, Arterioflexin, Arterosol, Artes, Artevil, Ateculon, Ateriosan, Athebrate, Atheromide, Atheropront, Athranid-Wirkstoff, Atrolen, Atromid, Atromid S, Atromid-S, Atromida, Atromidin, Atrovis, Azionyl, Bioscleran, Bresit, Cartagyl, Citiflus, Claripex, Claripex CPIB, Cloberat, Clobrat, Clobren-5F, Clobren-SF, Clofar, Clofibram, Clofibrat, Clofinit, Clofipront, Delipid, Deliva, Dura clofibrat, ELPI, Fibralem, Gerastop, Hyclorate, Klofibrat, Klofiran, Levatrom, Lipamid, Lipavil, Lipavlon, Lipide 500, Lipidsenker, Lipofacton, Lipomid, Liponorm, Liporeduct, Liporil, Liposid, Liprin, Liprinal, Lobetrin, Miscleron, Negalip, Neo-Atromid, Normalip, Normat, Normolipol, Novofibrate, Oxan 600, Persantinat, Regardin, Regelan, Regelan N, Robigram, Scrobin, Serofinex, Serotinex, Skerolip, Sklerepmexe, Sklero, Sklero-Tablinen, Sklero-tablinene, Sklero-tabuls, Sklerolip, Skleromex, Skleromexe, Tetrasipton, Thillate, Thiosan, Ticlobran, Vincamin compositum, Xyduril, Yoclo, neo-Atomid",Drug
PA449046,clomifene,"Chlomaphene, Chloramifene, Chloramiphene, Cisclomiphene, Clomifene citrate, Clomifeno, Clomiphene Citrate, Clomiphene citrate, Clomiphene dihydrogen citrate, Racemic clomiphene citrate, Zuclomiphene citrate, clomiphene","Androxal, Clomid, Clomifert, Clomiphene, Clomiphene B, Clomivid, Clomphid, Clostilbegyt, Dyneric, Genozym, Ikaclomin, Milophene, Omifin, Serophene",Drug
PA449048,clomipramine,"3-Chloroimipramine, Chlorimipramine, Clomipramina [INN-Spanish], Clomipramine HCL, Clomipraminum [INN-Latin], Monochlorimipramine","Anafranil, Hydiphen",Drug
PA164771235,clomocycline,"Chlormethylenecycline, Clomociclina [INN-Spanish], Clomocyclinum [INN-Latin]",Unknown,Drug
PA449050,clonazepam,"Chlonazepam, Clonazepamum","Antelepsin, Antilepsin, Cloazepam, Clonopin, Iktorivil, Klonopin, Klonopin Rapidly Disintegrating, Landsen, Rivotril",Drug
PA449051,clonidine,"Chlornidinum, Clonidin, Clonidine HCl, Clonidinhydrochlorid, Clonidinum [INN-Latin], ST 155BS","Adesipress, Catapres, Catapres-TTS, Catapresan, Catapressan, Catarpres, Catarpresan, Clonistada, Dixarit, Duraclon, Duraclont, Ipotensium, Isoglaucon, Tenso-Timelets",Drug
PA449053,clopidogrel,Unknown,"Clopidogrel [Ban:Inn], Clopidogrel sulfate, Plavix",Prodrug
PA164749297,clorazepate,Unknown,"Chlorazepate, Chlorazepic acid, Clorazepate dipotassium, Clorazepic acid, Clorazepic acid [BAN], Gen-xene, Novo-Clopate, Tranxene",Drug
PA164752437,clotiazepam,Clotiazepamum [inn-latin],"Clozan, Distensan, Rize, Rizen, Tienor, Trecalmo, Veratran",Drug
PA449057,clotrimazole,"Chlotrimazole, Clotrimazol","Canesten, Canesten 1-Day Cream Combi-Pak, Canesten 1-Day Therapy, Canesten 3-Day Therapy, Canesten 6-Day Therapy, Canesten Combi-Pak 1-Day Therapy, Canesten Combi-Pak 3-Day Therapy, Canesten Cream, Canesten Solution, Canestine, Canifug, Cimitidine, Clotrimaderm, Empecid, FemCare, Gyne lotrimin, Gyne-Lotrimin 3, Gyne-Lotrimin 3 Combination Pack, Gyne-Lotrimin Combination Pack, Gyne-lotrimin, Gynix, Lotrimin, Lotrimin AF Cream, Lotrimin AF Jock-Itch Cream, Lotrimin AF Lotion, Lotrimin AF Solution, Lotrimin Af, Lotrimin Cream, Lotrimin Lotion, Lotrimin Solution, Mono-baycuten, Mycelax, Mycelex, Mycelex 7, Mycelex Cream, Mycelex G, Mycelex Solution, Mycelex Troches, Mycelex Twin Pack, Mycelex-7, Mycelex-7 Combination Pack, Mycelex-G, Myclo Cream, Myclo Solution, Myclo Spray Solution, Myclo-Gyne, Mycosporin, Mykosporin, Neo-Zol Cream, Trimysten, Trivagizole 3, Veltrim",Drug
PA449059,cloxacillin,Cloxacillin Sodium,"Novo-Cloxin, Nu-Cloxi",Drug
PA449061,clozapine,Clozapin,"Asaleptin, Clozaril, Fazaclo ODT, Iprox, Leponex, Lepotex",Drug
PA166182867,CMF,Unknown,Unknown,Drug
PA164744952,coagulation factor ix,"Christmas factor, Coagulation factor IX precursor, PTC, Plasma thromboplastin component",Benefix,Drug
PA164748389,coagulation factor viia,"Coagulation factor VII precursor, Eptacog alfa, Proconvertin, SPCA, Serum prothrombin conversion accelerator",NovoSeven,Drug
PA166165092,cobicistat,Unknown,GS-9350,Drug
PA166160044,cobimetinib,Unknown,Unknown,Drug
PA449072,cocaine,"Badrock, Bazooka, Benzoylethylecgonine, Benzoylmethylecgonine, Bernice, Bernies, Beta-Cocain, Blast, Blizzard, Blow, Bouncing Powder, Bump, Burese, COC, Cabello, Candy, Carrie, Caviar, Cecil, Charlie, Chicken Scratch, Cholly, Coca, Cocain, Cocaina, Cocaine Free Base, Cocaine-M, Cocktail, Coke, Cola, Corine, D-pseudococaine, Dama Blanca, Delcaine, Depsococaine, Dextrocaine, Dust, Eritroxilina, Erytroxylin, Flake, Flex, Florida Snow, Foo Foo, Freeze, G-Rock, Girl, Gold Dust, Goofball, Green Gold, Happy Dust, Happy Powder, Happy Trails, Heaven, Hell, Isocaine, Isococain, Isococaine, Jam, Kibbles N' Bits, Kokain, Kokan, Kokayeen, L-Cocain, L-Cocaine, Lady, Leaf, Methyl Benzoylecgonine, Moonrocks, Neurocaine, Pimp's Drug, Prime Time, Rock, Sleighride, Snort, Star Dust, Star-Spangled Powder, Sugar, Sweet Stuff, Toke, Toot, Trails, Yeyo, Zip",Cocaine,Drug
PA449088,codeine,"""Codeine anhydrous"", ""L-Codeine"", ""Methylmorphine"", ""Morphine monomethyl ether"", ""Norcodeine, N-Methyl"", ""Norcodine, N-Methyl""","Codicept, Coducept",Prodrug
PA164712613,Cod-liver oil ointments,Unknown,Unknown,Drug Class
PA449092,colchicine,"Colchicin, Colchicina, Colchicinum","Col-probenecid, Colbenemid, Colcrys, Condylon, Proben-C",Drug
PA164712614,Colchicine derivatives,Unknown,Unknown,Drug Class
PA449095,colesevelam,Colesevelam hydrochloride,"CholestaGel, Welchol",Drug
PA449096,colestipol,Colestipolum [INN-Latin],"Cholestabyl, Colestid",Drug
PA164749509,colistimethate,"Colistimethale Sodium, Colistimethate sodium, Colistin methanesulfonate sodium salt, Colistin sodium methanesulfonate, Colistin sodium methanesulfonate from bacillus colistinus","Coly-Mycin, Coly-Mycin M",Prodrug
PA164760862,colistin,Unknown,"""Colistin sulfate"", ""Colistin sulfate, nonsterile"", ""Colistin sulphate"", ""Coly-mycin S"", ""Polymyxin E sulfate"", ""Polymyxin E. Sulfate""",Drug
PA449107,collagenase,"AA4500, collagenase","Cordase, Santyl, Xiaflextm",Drug
PA10420,colony stimulating factors,Unknown,Unknown,Drug Class
PA164712615,Colouring agents,Unknown,Unknown,Drug Class
PA164712618,"Combinations and complexes of aluminium, calcium and magnesium compounds",Unknown,Unknown,Drug Class
PA164712619,Combinations for eradication of Helicobacter pylori,Unknown,Unknown,Drug Class
PA164712620,Combinations of adrenergics,Unknown,Unknown,Drug Class
PA164712616,Combinations Of Antibacterials,Combinations of antibacterials,Unknown,Drug Class
PA164712622,Combinations of antihistamines,Unknown,Unknown,Drug Class
PA164712617,Combinations Of Antihypertensives In Atc-gr. C02,Unknown,Unknown,Drug Class
PA164712623,Combinations of antineoplastic agents,Unknown,Unknown,Drug Class
PA164712624,Combinations of drugs for treatment of tuberculosis,Unknown,Unknown,Drug Class
PA164712625,Combinations of oral blood glucose lowering drugs,Unknown,Unknown,Drug Class
PA164712626,"Combinations of penicillins, incl. beta-lactamase inhibitors",Unknown,Unknown,Drug Class
PA10492,"combinations of sulfonamides and trimethoprim, incl. derivatives",Unknown,Unknown,Drug Class
PA164712627,Combinations of vitamins,Unknown,Unknown,Drug Class
PA164742939,conivaptan,"Conivaptan hydrochloride, YM 087, YM-087, conivaptan",Vaprisol,Drug
PA164754789,conjugated estrogens,"Estrogens, Estrone Estrone Hydrogen Sulfate, Estrone Hydrogen Sulfate, Estrone Sodium Sulfate, Estrone Sulfate, Estrone Sulfate Sodium, Estrone Sulphate, Estrone-sulfate, Oestrone Sulphate, Sodium Estrone Sulfate","Conestoral, Evex, Hyhorin, Morestin, Par Estro, Premarin, Premarin Vaginal, Premarin tabs, Prempro, Prempro/Premphase","Drug, Biological Intermediate"
PA164712628,Contact laxatives,Unknown,Unknown,Drug Class
PA164712629,Contraceptives For Topical Use,Unknown,Unknown,Drug Class
PA164712630,Contrast Media,Unknown,Unknown,Drug Class
PA449119,copper sulfate,copper sulfate,Unknown,Drug
PA166153416,coptisine,Unknown,Unknown,Drug
PA164712631,Corticosteroid derivatives,Unknown,Unknown,Drug Class
PA10832,corticosteroids,Corticosteroids,Unknown,Drug Class
PA164712634,Corticosteroids And Antiinfectives In Combination,Corticosteroids and antiinfectives in combination,Unknown,Drug Class
PA164712641,Corticosteroids and mydriatics in combination,Unknown,Unknown,Drug Class
PA164712664,Corticosteroids/antiinfectives/mydriatics in combination,Unknown,Unknown,Drug Class
PA164712647,"Corticosteroids, combinations for treatment of acne",Unknown,Unknown,Drug Class
PA164712643,"Corticosteroids, Combinations With Antibiotics",Unknown,Unknown,Drug Class
PA164712644,"Corticosteroids, Combinations With Antiseptics",Unknown,Unknown,Drug Class
PA164712645,"Corticosteroids, Dermatological Preparations",Unknown,Unknown,Drug Class
PA164712636,Corticosteroids For Systemic Use,Unknown,Unknown,Drug Class
PA164712637,"Corticosteroids For Systemic Use, Combinations","Corticosteroids for systemic use, combinations",Unknown,Drug Class
PA164712649,"Corticosteroids, moderately potent, combinations with antibiotics",Unknown,Unknown,Drug Class
PA164712650,"Corticosteroids, moderately potent, combinations with antiseptics",Unknown,Unknown,Drug Class
PA164712648,"Corticosteroids, moderately potent (group II)",Unknown,Unknown,Drug Class
PA164712651,"Corticosteroids, moderately potent, other combinations",Unknown,Unknown,Drug Class
PA164712646,"Corticosteroids, Other Combinations",Unknown,Unknown,Drug Class
PA164712653,"Corticosteroids, potent, combinations with antibiotics",Unknown,Unknown,Drug Class
PA164712654,"Corticosteroids, potent, combinations with antiseptics",Unknown,Unknown,Drug Class
PA164712652,"Corticosteroids, potent (group III)",Unknown,Unknown,Drug Class
PA164712655,"Corticosteroids, potent, other combinations",Unknown,Unknown,Drug Class
PA164712657,"Corticosteroids, very potent, combinations with antibiotics",Unknown,Unknown,Drug Class
PA164712658,"Corticosteroids, very potent, combinations with antiseptics",Unknown,Unknown,Drug Class
PA164712656,"Corticosteroids, very potent (group IV)",Unknown,Unknown,Drug Class
PA164712659,"Corticosteroids, very potent, other combinations",Unknown,Unknown,Drug Class
PA164712661,"Corticosteroids, weak, combinations with antibiotics",Unknown,Unknown,Drug Class
PA164712662,"Corticosteroids, weak, combinations with antiseptics",Unknown,Unknown,Drug Class
PA164712660,"Corticosteroids, weak (group I)",Unknown,Unknown,Drug Class
PA164712663,"Corticosteroids, weak, other combinations",Unknown,Unknown,Drug Class
PA449129,corticotropin,"ACTH, Adrenocorticotopin, Adrenocorticotropic hormone, Corticotrophin, Cortrophin","Acethropan, Acortan, Acthar, Exacthin, H.P. Acthar Gel, Isactid, Purified cortrophin gel, Reacthin, Solacthyl, Tubex",Drug
PA449130,cortisone acetate,Unknown,Unknown,Drug
PA166400162,cosibelimab,Unknown,Unloxcyt,Drug
PA164712665,Cosmetics,Unknown,Unknown,Drug Class
PA164749052,cosyntropin,Tetracosactide,"Cortrosyn, Synacthen depot",Drug
PA164712666,Cough And Cold Preparations,Unknown,Unknown,Drug Class
PA164712667,"Cough Suppressants And Expectorants, Combinations",Unknown,Unknown,Drug Class
PA164712668,"Cough Suppressants, Excl. Combinations With Expectorants",Unknown,Unknown,Drug Class
PA134521193,coumarin,Unknown,Unknown,Drug
PA164712669,Coxibs,Unknown,Unknown,Drug Class
PA165107062,"CP-800,569",Unknown,Unknown,Drug
PA164778930,creatine,"""(alpha-Methylguanido)acetic acid"", ""Creatine (8CI)"", ""Creatine, hydrate"", ""Methylguanidoacetic acid"", ""N-Amidinosarcosine"", ""N-Methyl-N-guanylglycine""","Cosmocair C 100, Creatin, Kreatin, Krebiozon, Phosphagen, Pyrolysate",Drug
PA165111677,Cremophor EL,Unknown,Unknown,Drug
PA166189801,crizanlizumab-tmca,Unknown,ADAKVEO,Drug
PA165946122,crizotinib,crizotinib,Xalkori,Drug
PA449138,cromoglicate,"Acide Cromoglicique [INN-French], Acido Cromoglicico [INN-Spanish], Acidum Cromoglicicum [INN-Latin], Cromoglicic Acid, Cromoglycate, Cromoglycic Acid, Cromolyn, cromoglicate","Aarane, Alercom, Alerion, Allergocrom, Apo-Cromolyn, Children's Nasalcrom, Colimune, Crolom, Cromo-Comod, Cromolyn Nasal Solution, Cromoptic, Cromovet, Fivent, Gastrocrom, Gastrofrenal, Gen-Cromoglycate, Inostral, Intal, Intal Inhaler, Intal Syncroner, Introl, Irtan, Lomudal, Lomupren, Lomusol, Lomuspray, Nalcrom, Nalcron, Nasalcrom, Nasmil, Opticrom, Opticron, Rynacrom, Sofro, Vistacrom, Vividrin",Drug
PA164745460,crotamiton,"Crotaglin, Crotalgin, Crotamitone","Crotamitex, Crotan, Eurasil, Eurax, Eurax Cream, Eurax Lotion, Euraxil, Veteusan",Drug
PA164749510,cryptenamine,Unknown,Unitensen,Drug
PA164712670,Curare alkaloids,Unknown,Unknown,Drug Class
PA151958596,curcumin,Unknown,Unknown,Drug
PA451892,cyanocobalamin,"Cyanocob(III)alamin, Vitamin B12, Vitamin B12 complex, vitamine b12","Anacobin, Bedoz, Berocca PN, Berubigen, Betalin 12, Cernevit-12, Cobavite, Cobex, Cobolin-M, Crystamine, Crysti-12, Cyanocobalamin Co 57 Schilling Test Kit, Cyanoject, Cyomin, Depinar, Dicopac, Dicopac Kit, Infuvite Pediatric, M.V.I. Pediatric, Nascobal, Neuroforte-R, Primabalt, Redisol, Rubivite, Rubramin PC, Rubratope-57 Kit, Rubratope-60 Kit, Ruvite, Shovite, Vi-Twel, Vibal, Vibisone, Vitabee 12, Vitaped","Drug, Biological Intermediate"
PA164743456,cyclacillin,"Aminocyclohexylpenicillin, Ciclacilina [INN-Spanish], Ciclacillin, Ciclacilline [INN-French], Ciclacillinum [INN-Latin], Ciclacillum","Bastcillin, Calthor, Citosarin, Cyclapen, Cyclapen-W, Orfilina, Syngacillin, Ultracillin, Vastcillin, Vipicil, Wyvital",Drug
PA164748026,cyclandelate,"""3,3,5-Trimethylcyclohexyl mandelate"", ""3,5,5-Trimethylcyclohexyl amygdalate"", ""3,5,5-Trimethylcyclohexyl mandelate"", ""Ciclandelato [inn-spanish]"", ""Cyclandelatum [inn-latin]"", ""Cyclandelic acid""","Arto-espasmol, Capilan, Ciclospasmol, Clandilon, Cyclergine, Cyclobral, Cyclolyt, Cyclomandol, Cyclospasmol, Dilatan, Natil, Novodil, Perebral, Saiclate, Sancyclan, Sepyron, Spasmione, Spasmocyclon, Spasmocyclone, Vasodyl",Drug
PA164712671,Cyclic amines,Unknown,Unknown,Drug Class
PA166305882,Cyclin-dependent kinase (CDK) inhibitors,CDK inhibitors,Unknown,Drug Class
PA164742937,cyclizine,"Ciclizina [INN-Spanish], Cyclizine Chloride, Cyclizine Hydrochloride, Cyclizinum [INN-Latin]","Emoquil, Marazine, Marezine, Marezine Hydrochloride, Marzine, Nautazine, Ne-Devomit, Neo-Devomit, Reis-Fit, Valoid, Wellcome",Drug
PA449160,cyclobenzaprine,Cyclobenzaprine HCL,"Cyclobenz, Flexeril, Flexiban, Proeptatriene, Proheptatriene",Drug
PA165107357,cycloguanil,Unknown,Unknown,"Drug, Metabolite"
PA164743019,cyclopentolate,"Ciclopentolato [INN-Spanish], Cyclopentoiate, Cyclopentolate HCL, Cyclopentolatum [INN-Latin], Cyclopentylate, Diopentolate","AK-Pentolate, Akpentolate, Cyclogyl, Cylate, Minims Cyclopentolate, Mydrilate, Ocu-Pentolate, Pentolair",Drug
PA449165,cyclophosphamide,cyclophosphamide,"ASTA, Asta B 518, CP, CPA, CTX, CY, Clafen, Claphene, Cyclophosphamid, Cyclophosphamide Monohydrate, Cyclophosphamide Sterile, Cyclophosphamidum, Cyclophosphan, Cyclophosphane, Cyclophosphoramide, Cyclostin, Cyklofosfamid, Cytophosphan, Cytoxan, Cytoxan Lyoph, Endoxan, Endoxan R, Endoxan-Asta, Endoxana, Endoxanal, Endoxane, Enduxan, Genoxal, Hexadrin, Lyophilized Cytoxan, Mitoxan, Neosar, Procytox, Rcra Waste Number U058, Revimmune, Semdoxan, Sendoxan, Senduxan, Zyklophosphamid",Prodrug
PA164764600,cycloserine,"""Cicloserina"", ""D-CS"", ""D-Cycloserine"", ""D-Cycloserine synth. BP 88"", ""D-Cycloserine, synthetic"", ""D-Oxamicina"", ""D-Oxamycin"", ""DL-Cycloserine"", ""L-Cycloserine"", ""alpha-Cycloserine""","Closerin, Closina, Cyclomycin, Cyclorin, Cycloserin, Farmiserina, Farmiserine, Micoserina, Miroserina, Miroseryn, Novoserin, Orientomycin, Oxamicina, Oxamycin, Oxymycin, Seromycin, Tebemicina, Tisomycin, Wasserina",Drug
PA449167,cyclosporine,"Ciclosporin, Cyclosporin, Cyclosporin A, cyclosporine","Gengraf, Neoral, Restasis, Restasis, Sandimmune, Sangcya",Drug
PA449168,cyclothiazide,"Ciclotiazida [INN-Spanish], Ciclotiazide [DCIT], Cyclothiazidum [INN-Latin]","Anhydron, Aquirel, Doburil, Fluidil, Renazide, Valmiran",Drug
PA164749387,cycrimine,Cycrimine hydrochloride,Pagitane,Drug
PA164749366,cyproheptadine,Unknown,"Cypoheptadine, Cyproheptadiene, Cyproheptadine Hcl, Dibenzosuberonone/Cyproheptadine, Dronactin, Eiproheptadine, Periactin, Periactine, Periactinol, Peritol",Drug
PA10049,cyproterone,Cyproterone acetate,"Androcur, Apo-cyproterone, CyPat, Gen-Cyproterone, Novo-cyproterone",Drug
PA449171,cysteamine,"(2-Mercaptoethyl)amine, 2-Amino-1-ethanethiol, 2-Aminoethanethiol, 2-Aminoethyl mercaptan, 2-Mercaptoethanamine, Aminoethyl mercaptan, Cisteamina, Cysteamide, Cysteamin, Cysteamine bitartate, Cysteamine hydrochloride, Cysteinamine, Decarboxycysteine, Ethanethiolamine, MEA, Mercamine, Mercaptamin, Thioethanolamine, beta-Aminoethanethiol, beta-MEA, beta-Mercaptoethylamine, cysteamine bitartrate","Becaptan, Cystavision, Lambraten, Lambratene, Mecramine, Mercamin, Merkamin, Riacon",Drug
PA449177,cytarabine,"""Ara-C"", ""AraC"", ""Arabinocytidine"", ""Arabinofuranosylcytosine"", ""Arabinosylcytosine"", ""Aracytidine"", ""Aracytin"", ""Aracytine"", ""Beta-cytosine arabinoside"", ""Citarabina [INN-Spanish]"", ""Cytarabin"", ""Cytarabina"", ""Cytarabinoside"", ""Cytarabinum [INN-Latin]"", ""Cytosine 1-beta-D-arabinofuranoside"", ""Cytosine arabinofuranoside"", ""Cytosine arabinose"", ""Cytosine arabinoside"", ""Cytosine beta-D-arabinoside"", ""Cytosine, beta-D-arabinoside"", ""Cytosine-1-beta-D-arabinofuranoside"", ""Cytosine-beta-D-arabinofuranoside"", ""Cytosine-beta-arabinoside"", ""beta-Arabinosylcytosine"", ""beta-D-Arabinosylcytosine"", ""cytarabine liposome injection""","AR3, Alexan, Arabitin, Arafcyt, Cytarbel, Cytosar, Cytosar-U, Depocyt, Depocyt (liposomal), Erpalfa, Iretin, Spongocytidine, Tarabine, Udicil",Drug
PA164712672,Cytotoxic Antibiotics And Related Substances,Unknown,Unknown,Drug Class
PA165110351,dabigatran,Unknown,Unknown,Drug
PA165958369,dabigatran etexilate,"dabigatran etexilate mesilate (salt form), ethyl 3-[[[4-[[[(hexyloxyl)carbonyl]amino]iminomethyl]phenyl]amino]methyl]-1-methyl-1h-benzimidazol-5-yl]carbonyl](pyridin-2-yl)amino] propanoate (inn)","Pradax, Pradaxa, Rendix",Prodrug
PA166114911,dabrafenib,Unknown,"GSK2118436, Tafinlar",Drug
PA449197,dacarbazine,"Biocarbazine R, DIC, DTIC, DTIE, Dacarbazino [INN-Spanish], Dacarbazinum [INN-Latin], Dtic-Dome, ICDMT, ICDT, Imidazole Carboxamide",Deticene,Drug
PA166128167,daclatasvir,Unknown,Unknown,Drug
PA164764446,daclizumab,"Anti-IL-2, Humanized antiCD25, Ig gamma-1 chain C region",Zenapax,Drug
PA166182279,dacomitinib,Unknown,Unknown,Drug
PA151917012,dactinomycin,"AD, Antibiotic From Streptomyces Parvullus, Dactinomicina [INN-Spanish], Dactinomycine [INN-French], Dactinomycinum [INN-Latin], actd","""ACT"", ""ACT D"", ""ACTINOMYCIN D"", ""ACTO-D"", ""Actactinomycin a Iv"", ""Actinomycin 11 Cosmegen"", ""Actinomycin 7"", ""Actinomycin Aiv"", ""Actinomycin C1"", ""Actinomycin I"", ""Actinomycin I1"", ""Actinomycin Iv"", ""Actinomycin X 1"", ""Actinomycindioic D Acid, Dilactone"", ""Chounghwamycin B"", ""Cosmegen"", ""Dactinomycin D"", ""Dilactone Actinomycin D Acid"", ""Dilactone Actinomycindioic D Acid"", ""HBF 386 Meractinomycin"", ""Lyovac Cosmegen"", ""Meractinomycin"", ""Oncostatin K"", ""Oxamide""",Drug
